nct_id,phase,sponsor_name,sponsor_type,study_title,cohort,age_min,age_max,type_lung_nsclc_adeno,type_lung_nsclc_large,type_lung_nsclc_squamous,type_lung_sclc,stage_i,stage_ii,stage_iii,stage_iv,stage_sclc_ls,stage_sclc_es,status_newly_diagnosed,status_relapse,status_refractory,marker_alk_oncogene,marker_egfr_mutation,marker_kras_mutation,treatment_radiation,treatment_radiation_exclusion_period_mo,treatment_chemo_systemic,treatment_chemo_systemic_exclusion_period_mo,treatment_chemo_adjuvant,treatment_chemo_adjuvant_exclusion_period_mo,treatment_tki,treatment_tki_exclusion_period_mo,eligibility_criteria_text
             current World Health Organization (WHO)/International Association for the Study of
             Lung Cancer (IASLC)-classification of Thoracic Malignancies; the diagnosis is based
             on hematoxylin and eosin (H&E) stained slides with or without specific defined
             immunohistochemistry (IHC) characteristic (p40/p63 positive, transcription
             termination factor [TTF1] negative) if required for diagnosis; mixed histologies are
             not allowed

          -  Patients must either be eligible to be screened at progression on prior treatment or
             to be pre-screened prior to progression on current treatment; patients will either
             consent to the screening consent or the pre-screening consent, not both; these
             criteria are:

               -  Screening at progression on prior treatment: to be eligible for screening at
                  progression, patients must have received at least one line of systemic therapy
                  for any stage of disease (stages I-IV); at least one of these lines of therapy
                  must have been a platinum-based chemotherapy regimen; patients must have
                  progressed following the most recent line of therapy; for patients whose prior
                  systemic therapy was for stage I-III disease only (i.e. patient has not received
                  any treatment for stage IV disease), disease progression on platinum-based
                  chemotherapy must have occurred within one year from the last date that patient
                  received that therapy

               -  Pre-screening prior to progression on current treatment: to be eligible for
                  pre-screening, current treatment must be for stage IV disease and patient must
                  have received at least one dose of the current regimen; patients must have
                  previously received or currently be receiving a platinum-based chemotherapy
                  regimen; patients on first-line platinum-based treatment are eligible upon
                  receiving Cycle 1, Day 1 infusion; Note: patients will not receive their
                  sub-study assignment until they progress and the S1400 Notice of Progression is
                  submitted

          -  Patients must have adequate tumor tissue available, defined as >= 20% tumor cells and
             >= 0.2 mm^3 tumor volume; the local interpreting pathologist must review and sign off
             on the S1400 Local Pathology Review Form prior to screening/pre-screening
             registration; patients must agree to have this tissue submitted to Foundation
             Medicine for common broad platform Clinical Laboratory Improvement Amendments (CLIA)
             biomarker profiling; if archival tumor material is exhausted, then a new fresh tumor
             biopsy that is formalin-fixed and paraffin-embedded (FFPE) must be obtained; a tumor
             block or FFPE slides 4-5 microns thick must be submitted; bone biopsies are not
             allowed; if FFPE slides are to be submitted, at least 12 unstained slides plus an H&E
             stained slide, or 13 unstained slides must be submitted; however it is strongly
             recommended that 20 FFPE slides be submitted; Note: previous next-generation
             deoxyribonucleic acid (DNA) sequencing (NGS) will be repeated if done outside this
             study for sub-study assignment

          -  Patients must not have a known epidermal growth factor receptor (EGFR) mutation or
             anaplastic lymphoma kinase (ALK) fusion

          -  Patients must have Zubrod performance status 0-1 documented within 28 days prior to
             screening/pre-screening registration

          -  Patients must also be offered participation in banking for future use of specimens

          -  Patients must be willing to provide prior smoking history as required on the S1400
             Onstudy Form

          -  As a part of the Oncology Patient Enrollment Network (OPEN) registration process the
             treating institution's identity is provided in order to ensure that the current
             (within 365 days) date of institutional review board approval for this study has been
             entered in the system

          -  Patients must be informed of the investigational nature of this study and must sign
             and give written informed consent in accordance with institutional and federal
             guidelines

          -  SUB-STUDY REGISTRATION:

          -  Patients whose biomarker profiling results indicate the presence of an EGFR mutation
             or echinoderm microtubule-associated protein-like 4 (EML4)/ALK fusion are not
             eligible

          -  Patients must have progressed per RECIST 1.1 following the most recent line of
             therapy

          -  Patients must not have received any prior systemic therapy (systemic chemotherapy,
             immunotherapy or investigational drug) within 21 days prior to sub-study
             registration; patients must have recovered (=< grade 1) from any side effects of
             prior therapy; localized palliative radiation therapy is allowed for symptom
             management, provided treatment is completed >= 14 days prior to sub-study
             registration; all other types of radiation must be completed >= 28 days prior to
             sub-study registration

          -  Patients must have measurable disease documented by computed tomography (CT) or
             magnetic resonance imaging (MRI); the CT from a combined positron emission tomography
             (PET)/CT may be used to document only non-measurable disease unless it is of
             diagnostic quality; measurable disease must be assessed within 28 days prior to
             sub-study registration; pleural effusions, ascites and laboratory parameters are not
             acceptable as the only evidence of disease; non-measurable disease must be assessed
             within 42 days prior to sub-study registration; all disease must be assessed and
             documented on the Baseline Tumor Assessment Form; patients whose only measurable
             disease is within a previous radiation therapy port must demonstrate clearly
             progressive disease (in the opinion of the treating investigator) prior to
             registration

          -  Patients must have a CT or MRI scan of the brain to evaluate for central nervous
